Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
S_Nicola_di_Melfi,41.069444,15.7225,06/01/2021 23:00,0.42,294.0,17.47,11.74,2.61,38.88,18.5,7.89,0.0,991.49,2.57,2.27,7.39,92.45,0.94
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 00:00,0.45,143.0,14.4,9.0,1.48,33.0,26.1,9.19,0.0,991.46,2.56,2.58,7.1,91.77,0.5
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 01:00,0.43,294.0,13.1,8.57,1.72,39.42,17.89,7.1,0.0,992.12,2.55,2.6,7.22,90.89,1.05
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 02:00,0.41,200.0,9.64,6.55,1.51,40.77,13.46,6.61,0.0,992.46,2.64,2.43,7.22,88.86,1.8
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 03:00,0.39,180.0,-9999.0,-9999.0,-9999.0,41.34,18.2,8.1,0.0,992.55,2.76,2.79,7.16,91.34,1.61
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 04:00,0.4,203.0,10.1,6.69,1.41,41.14,14.2,6.6,0.0,992.24,2.66,2.77,7.18,91.51,0.73
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 05:00,0.43,43.0,11.04,7.56,1.78,33.68,10.6,6.1,0.0,992.06,2.63,2.85,6.62,91.79,0.3
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 06:00,0.43,202.0,11.93,8.1,1.86,36.04,6.69,4.19,0.0,991.97,2.66,2.38,6.52,91.41,2.16
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 07:00,0.45,188.0,11.6,7.67,1.6,37.1,9.69,7.19,0.0,991.77,2.56,2.6,6.74,91.09,2.65
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 08:00,0.48,298.0,26.62,21.84,7.89,22.99,12.2,7.19,0.0,992.05,6.76,2.94,6.74,90.33,1.61
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 09:00,0.54,298.0,41.65,32.7,10.91,15.9,11.3,7.89,0.0,992.53,29.53,3.49,7.26,88.85,1.49
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 10:00,0.48,288.0,32.0,24.49,7.77,22.24,13.5,8.6,0.0,992.64,91.47,2.65,8.05,86.93,0.45
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 11:00,0.44,95.0,13.87,10.04,2.8,39.7,17.2,8.5,0.0,992.46,124.48,2.52,7.97,86.72,1.55
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 12:00,0.41,101.0,12.56,8.77,2.19,44.69,15.4,8.89,0.0,991.97,111.44,2.82,8.85,82.21,0.37
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 13:00,0.39,110.0,-9999.0,-9999.0,-9999.0,51.06,15.0,8.6,0.0,991.05,118.03,2.23,9.03,81.26,1.43
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 14:00,0.4,116.0,-9999.0,-9999.0,-9999.0,51.43,13.6,7.1,0.0,990.25,53.15,2.43,8.79,82.78,1.12
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 15:00,0.4,61.0,15.85,10.65,2.36,44.59,15.3,9.19,5.6,990.18,27.41,2.7,8.47,86.58,0.54
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 16:00,0.41,87.0,15.77,10.31,2.03,44.1,20.1,13.0,4.0,989.92,15.01,2.47,8.33,89.9,0.11
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 17:00,0.41,313.0,28.62,21.32,6.33,33.19,20.3,13.4,4.0,989.73,4.54,2.69,8.37,90.79,0.37
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 18:00,0.44,3.0,32.74,26.15,9.06,29.37,15.3,9.69,4.8,989.47,2.93,3.07,8.28,91.92,0.73
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 19:00,0.4,11.0,19.6,13.71,3.46,44.12,12.4,8.39,0.8,989.3,2.94,2.51,8.26,92.45,0.44
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 20:00,0.39,336.0,16.32,11.69,3.15,46.99,11.1,8.3,3.2,989.01,3.13,2.77,7.87,92.92,1.65
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 21:00,0.39,333.0,15.62,11.02,2.84,47.68,13.6,8.0,0.0,988.13,2.98,2.68,7.52,93.03,1.25
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 22:00,0.42,9.0,30.64,32.6,16.58,30.7,14.7,7.39,0.8,987.71,2.99,3.42,7.42,93.13,0.89
S_Nicola_di_Melfi,41.069444,15.7225,07/01/2021 23:00,0.4,340.0,18.56,15.36,5.66,47.55,18.1,8.8,5.6,987.5,3.22,2.93,7.09,94.01,1.75
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 00:00,0.42,285.0,14.83,9.61,1.85,48.83,18.39,10.19,3.2,986.89,3.13,2.82,7.15,93.59,0.24
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 01:00,0.4,285.0,12.79,8.43,1.74,48.77,20.6,12.1,0.0,986.13,3.04,2.87,7.21,93.13,0.06
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 02:00,0.38,285.0,15.85,12.01,3.73,46.71,19.39,12.0,0.0,985.69,3.06,2.88,7.12,93.02,0.36
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 03:00,0.36,279.0,11.71,7.7,1.58,54.27,47.2,18.1,0.0,985.16,3.01,2.66,7.01,93.09,0.77
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 04:00,0.38,296.0,11.73,7.76,1.63,55.17,66.0,18.89,0.0,984.45,2.83,2.83,7.06,92.8,0.82
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 05:00,0.37,5.0,15.13,10.52,2.6,48.25,69.19,24.3,0.0,984.34,2.77,2.71,7.14,92.7,0.38
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 06:00,0.4,327.0,25.77,29.06,15.55,39.69,104.4,30.5,0.0,984.38,2.98,3.36,7.11,93.34,0.13
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 07:00,0.38,57.0,21.79,18.54,7.17,48.12,74.19,22.5,0.0,984.78,2.99,2.82,6.82,94.07,0.86
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 08:00,0.38,336.0,14.19,11.98,4.56,59.81,49.09,15.9,0.0,985.13,5.36,3.02,6.59,94.68,2.45
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 09:00,0.37,298.0,18.36,16.22,6.61,55.99,30.79,13.3,0.0,985.68,15.4,3.04,6.55,92.93,2.21
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 10:00,0.38,277.0,20.0,14.78,4.33,53.27,22.23,13.69,0.0,986.19,47.31,3.08,6.95,90.9,1.79
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 11:00,0.39,275.0,15.85,11.96,3.66,55.46,36.4,14.98,0.0,986.49,49.35,2.87,7.4,87.93,2.1
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 12:00,0.41,285.0,19.18,14.51,4.48,46.51,51.7,16.39,0.0,986.34,56.67,3.09,7.86,86.98,1.6
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 13:00,0.41,331.0,-9999.0,-9999.0,-9999.0,53.83,53.59,17.1,0.0,986.26,25.77,3.06,7.87,82.66,3.36
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 14:00,0.44,314.0,21.73,21.19,9.82,49.91,17.41,8.61,0.0,986.18,24.07,3.39,7.34,81.56,3.23
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 15:00,0.41,311.0,24.1,18.96,6.35,46.74,15.82,5.66,1.6,986.96,21.47,3.15,7.32,82.15,2.51
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 16:00,0.41,331.0,23.79,18.11,5.68,48.88,14.23,10.3,6.4,987.6,12.55,2.91,6.8,85.27,2.35
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 17:00,0.43,303.0,23.61,17.11,4.75,45.28,12.5,6.4,10.4,987.72,4.81,2.99,6.38,88.14,2.45
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 18:00,0.41,286.0,22.41,16.26,4.56,45.56,16.8,9.0,6.4,988.26,2.87,3.1,6.17,90.78,2.29
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 19:00,0.43,293.0,20.74,13.83,2.99,49.17,15.0,8.6,0.0,988.44,2.8,2.89,6.29,89.87,2.3
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 20:00,0.43,299.0,19.91,12.65,2.23,49.61,21.9,12.8,0.0,988.6,2.52,2.47,6.72,86.18,2.97
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 21:00,0.43,298.0,16.35,10.85,2.31,50.93,31.0,17.89,0.0,989.23,2.31,2.37,6.83,86.7,3.85
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 22:00,0.46,295.0,17.87,15.26,5.91,49.57,27.2,12.9,0.0,989.59,2.2,2.34,6.99,85.92,3.71
S_Nicola_di_Melfi,41.069444,15.7225,08/01/2021 23:00,0.43,288.0,16.41,11.23,2.66,47.3,19.55,10.55,0.0,989.89,2.15,2.35,6.96,86.76,2.83
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 00:00,0.44,288.0,14.25,9.06,1.6,48.36,16.7,9.8,0.0,990.14,2.11,2.2,7.09,85.78,2.0
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 01:00,0.45,293.0,14.48,9.17,1.59,49.16,21.32,9.21,0.0,990.25,2.09,2.38,7.36,82.03,2.67
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 02:00,0.45,284.0,12.79,8.16,1.47,50.11,37.65,13.93,0.0,990.38,2.13,2.42,7.52,80.81,2.05
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 03:00,0.44,294.0,12.01,7.75,1.47,51.17,38.4,21.3,0.0,990.24,2.05,2.42,7.6,79.34,1.83
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 04:00,0.46,302.0,13.14,8.58,1.71,51.41,10.5,6.3,0.0,990.45,2.009,2.65,7.62,78.54,2.77
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 05:00,0.46,309.0,11.94,7.54,1.3,51.56,11.4,6.0,0.0,990.63,2.54,2.98,7.36,81.09,2.53
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 06:00,0.47,301.0,17.36,14.92,5.83,47.68,-9999.0,10.1,0.0,990.78,2.68,3.31,6.74,86.61,2.59
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 07:00,0.46,284.0,20.48,16.64,5.94,42.47,-9999.0,9.1,0.0,991.23,2.65,3.08,6.7,86.87,1.54
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 08:00,0.46,173.0,15.94,10.64,2.3,39.18,-9999.0,-9999.0,0.0,991.67,3.87,2.88,6.75,86.93,0.37
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 09:00,0.46,172.0,21.81,15.22,3.81,31.5,18.8,13.8,0.0,992.07,28.96,2.72,6.89,88.15,0.14
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 10:00,0.47,200.0,12.26,7.97,1.56,42.4,21.1,13.6,0.0,991.99,32.81,2.86,7.03,88.47,0.29
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 11:00,0.47,201.0,11.66,7.53,1.43,44.31,21.0,15.3,0.0,991.53,39.12,2.86,6.93,88.95,0.44
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 12:00,0.46,151.0,-9999.0,-9999.0,-9999.0,43.53,23.3,17.1,0.0,990.57,40.28,2.77,7.01,89.44,0.26
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 13:00,0.46,93.0,13.77,9.4,2.2,43.43,23.2,15.33,0.0,989.58,57.74,2.89,6.79,91.57,1.81
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 14:00,0.48,357.0,15.08,10.83,2.94,41.66,22.9,16.7,0.0,989.64,30.9,3.01,6.85,92.55,0.71
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 15:00,0.48,34.0,15.82,12.08,3.81,40.37,29.1,21.4,0.0,989.61,19.08,2.86,6.65,92.51,1.89
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 16:00,0.47,26.0,15.07,9.92,2.04,42.26,38.7,30.1,0.0,990.13,9.62,2.91,6.39,92.86,1.48
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 17:00,0.45,28.0,13.0,8.55,1.75,46.82,48.0,28.5,0.0,990.75,5.18,2.51,6.3,92.72,0.96
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 18:00,0.44,352.0,12.25,7.98,1.58,48.93,45.2,24.1,0.0,991.18,4.47,2.44,6.25,92.76,0.22
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 19:00,0.44,351.0,10.9,7.3,1.6,50.63,37.29,19.59,0.0,991.38,3.96,2.42,6.12,93.15,0.82
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 20:00,0.46,322.0,10.13,7.24,1.94,51.17,35.43,20.29,0.0,991.81,3.68,2.47,6.11,92.08,0.74
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 21:00,0.44,326.0,9.32,6.13,1.26,54.44,38.79,20.3,0.0,991.72,3.61,2.5,6.02,90.57,1.45
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 22:00,0.43,281.0,11.02,7.68,1.92,51.15,23.0,13.5,0.0,992.08,4.37,2.47,5.92,91.72,0.2
S_Nicola_di_Melfi,41.069444,15.7225,09/01/2021 23:00,0.44,281.0,11.8,7.73,1.57,45.84,27.2,19.5,0.0,991.54,4.09,2.43,5.99,92.52,0.02
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 00:00,0.45,336.0,10.77,7.12,1.49,46.24,37.7,19.89,0.0,991.52,4.29,2.48,5.93,92.81,0.78
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 01:00,0.44,29.0,9.78,6.34,1.23,45.4,26.5,13.2,0.0,991.16,4.72,2.41,5.88,92.82,0.23
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 02:00,0.43,21.0,9.15,6.3,1.52,41.92,14.2,10.9,0.0,990.95,5.05,2.46,5.91,92.92,0.21
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 03:00,0.45,115.0,8.59,5.95,1.46,43.24,20.6,13.3,0.0,990.92,4.93,2.36,5.86,93.41,0.78
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 04:00,0.46,353.0,8.24,5.77,1.46,45.57,25.1,17.6,0.0,990.7,4.83,2.47,5.81,93.82,1.27
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 05:00,0.46,305.0,8.65,6.08,1.56,46.48,33.0,20.5,0.0,990.18,4.62,2.48,5.93,93.43,1.07
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 06:00,0.45,170.0,8.02,5.59,1.4,41.17,45.79,26.29,0.0,990.2,4.82,2.75,5.97,93.64,0.58
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 07:00,0.44,332.0,10.64,7.41,1.85,37.47,34.79,19.39,0.0,990.09,4.75,2.66,6.04,93.88,0.19
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 08:00,0.44,150.0,7.65,5.57,1.57,42.99,28.1,17.89,0.0,989.84,6.76,2.35,5.92,94.43,1.4
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 09:00,0.45,184.0,9.7,6.67,1.59,42.6,27.7,20.7,0.0,989.98,10.35,2.19,6.02,94.7,0.98
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 10:00,0.43,151.0,8.75,6.05,1.48,45.52,26.2,19.0,0.0,990.24,42.37,2.25,6.22,94.73,2.1
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 11:00,0.44,255.0,-9999.0,-9999.0,-9999.0,47.08,27.9,19.8,0.0,990.22,52.49,2.32,6.61,93.59,0.33
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 12:00,0.44,147.0,12.11,7.97,1.64,44.87,32.7,23.8,0.0,988.63,64.769,2.3,7.0,92.34,0.85
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 13:00,0.46,337.0,9.93,7.19,2.0,47.63,32.9,16.1,0.0,987.36,59.6,2.32,7.15,91.27,0.98
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 14:00,0.46,344.0,10.77,8.03,2.4,49.37,22.0,12.4,0.0,986.24,52.67,2.34,7.48,90.62,0.19
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 15:00,0.43,29.0,10.03,6.87,1.63,49.78,15.4,9.39,0.0,985.58,28.63,2.63,7.57,91.39,0.65
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 16:00,0.41,316.0,8.1,5.61,1.38,55.81,15.7,10.4,0.0,985.79,20.42,2.5,7.53,92.19,1.89
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 17:00,0.39,341.0,10.69,7.24,1.66,52.12,14.2,10.0,0.0,984.84,7.89,2.36,7.58,90.53,0.27
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 18:00,0.41,12.0,8.63,6.18,1.67,53.29,16.3,11.2,0.0,984.35,3.92,2.67,7.42,91.64,0.72
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 19:00,0.41,302.0,8.31,5.96,1.62,55.09,16.0,12.2,0.0,986.14,4.27,2.56,7.34,91.87,3.41
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 20:00,0.42,290.0,8.0,5.74,1.56,53.27,22.0,13.9,0.0,986.51,4.58,2.38,7.42,90.02,2.31
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 21:00,0.42,300.0,8.48,5.96,1.53,54.83,13.8,9.3,1.6,986.9,4.29,2.44,7.52,87.41,2.95
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 22:00,0.41,299.0,8.54,6.09,1.63,55.81,12.6,7.5,5.6,987.11,4.07,2.38,7.27,86.99,4.22
S_Nicola_di_Melfi,41.069444,15.7225,10/01/2021 23:00,0.41,298.0,9.61,6.8,1.78,56.11,11.3,8.1,0.0,987.46,3.77,2.43,7.11,85.78,4.85
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 00:00,0.42,298.0,9.35,6.55,1.66,56.08,9.39,7.8,0.0,987.42,3.43,2.55,7.04,85.72,4.18
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 01:00,0.42,295.0,9.35,6.46,1.57,56.81,6.8,4.3,0.0,987.25,2.84,2.57,6.94,86.28,3.38
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 02:00,0.42,303.0,9.65,6.44,1.39,57.01,9.6,5.9,0.0,987.74,2.67,2.59,6.89,86.18,3.2
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 03:00,0.41,315.0,7.3,5.2,1.39,61.4,11.9,7.89,0.0,988.3,2.43,2.47,6.51,86.13,3.59
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 04:00,0.39,302.0,10.24,6.83,1.47,59.46,11.21,8.0,0.0,988.47,2.26,2.53,6.4,84.74,3.15
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 05:00,0.39,312.0,8.95,6.08,1.4,62.1,14.4,10.9,0.0,988.57,2.02,2.44,6.49,77.54,3.84
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 06:00,0.42,307.0,15.16,12.57,4.63,56.54,20.2,15.1,0.0,988.9,1.97,2.63,6.45,73.78,3.44
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 07:00,0.41,313.0,13.56,9.93,2.84,52.5,19.5,15.7,0.0,989.58,1.95,2.71,6.42,73.64,3.55
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 08:00,0.44,341.0,19.05,17.92,7.95,41.86,13.8,11.1,0.0,990.44,3.27,2.64,6.19,75.49,1.4
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 09:00,0.48,304.0,25.8,20.94,7.46,35.45,20.0,16.1,0.0,991.24,12.85,2.55,6.2,74.85,1.5
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 10:00,0.47,326.0,-9999.0,-9999.0,-9999.0,37.97,21.38,16.48,0.0,992.32,25.9,2.64,6.22,72.83,1.64
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 11:00,0.46,340.0,21.66,19.56,8.24,39.47,22.88,18.17,0.0,992.87,75.86,2.62,6.23,71.99,1.8
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 12:00,0.45,324.0,15.44,12.76,4.69,43.64,22.7,16.6,0.0,992.66,68.81,2.56,6.33,71.85,1.81
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 13:00,0.45,348.0,15.22,12.31,4.35,42.44,26.4,16.89,0.0,992.04,72.72,2.46,6.63,70.67,1.39
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 14:00,0.49,225.0,27.37,29.53,15.2,33.82,19.8,14.8,0.0,991.4,67.6,3.06,7.05,70.34,0.62
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 15:00,0.48,321.0,22.62,20.72,8.89,35.39,20.1,12.6,0.0,991.43,40.6,2.63,6.91,70.52,0.91
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 16:00,0.48,331.0,15.55,12.63,4.49,37.63,29.02,20.82,0.0,991.55,34.7,2.41,6.72,75.32,2.32
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 17:00,0.49,340.0,17.7,15.71,6.45,35.18,31.5,23.9,0.0,991.95,8.96,2.8,6.45,77.82,1.78
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 18:00,0.5,357.0,22.76,20.88,8.97,29.11,21.94,16.6,0.8,992.16,1.96,3.35,6.25,77.88,1.24
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 19:00,0.49,346.0,23.49,20.0,7.72,30.41,24.7,19.39,0.0,992.5,1.9,3.43,6.11,75.52,0.98
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 20:00,0.51,341.0,21.5,15.34,4.1,31.47,24.7,18.8,0.0,992.67,1.92,3.15,6.2,73.87,0.42
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 21:00,0.49,131.0,16.87,10.66,1.84,25.95,31.29,16.3,0.0,992.67,2.57,3.05,5.83,81.45,0.53
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 22:00,0.51,203.0,20.08,19.07,8.56,22.3,20.3,14.7,0.0,992.67,2.7,3.41,5.41,86.37,0.8
S_Nicola_di_Melfi,41.069444,15.7225,11/01/2021 23:00,0.5,339.0,28.29,22.0,7.21,15.76,10.7,6.0,0.0,992.57,2.21,3.22,5.73,84.11,0.18
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 00:00,0.49,340.0,17.6,11.22,2.03,19.21,11.7,5.69,0.0,992.2,2.2,2.93,5.69,85.93,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 01:00,0.48,337.0,12.44,8.61,2.1,31.95,11.9,7.3,0.0,992.07,2.09,3.21,5.7,82.45,0.79
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 02:00,0.47,275.0,11.17,7.35,1.51,34.88,12.9,8.1,0.0,992.11,2.029,3.05,5.92,80.3,0.43
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 03:00,0.47,16.0,12.37,8.49,2.02,34.42,22.7,12.8,0.0,992.01,1.99,3.15,5.95,81.5,0.43
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 04:00,0.48,24.0,11.23,7.69,1.82,35.21,27.0,17.8,0.0,991.52,2.0,3.09,5.96,82.61,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 05:00,0.49,326.0,11.37,8.13,2.18,40.5,35.59,23.8,0.0,991.19,2.05,3.28,5.82,84.81,2.27
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 06:00,0.5,298.0,15.33,14.98,6.96,38.46,45.79,21.9,0.0,991.23,2.56,3.58,5.41,88.18,2.72
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 07:00,0.49,300.0,18.95,13.8,3.88,33.35,23.8,15.4,0.0,991.22,2.54,3.56,5.71,86.28,2.36
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 08:00,0.49,316.0,15.96,13.07,4.71,38.14,25.79,20.7,0.0,991.33,2.84,3.42,5.83,84.38,3.22
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 09:00,0.47,294.0,-9999.0,-9999.0,-9999.0,36.05,24.6,19.89,0.0,991.42,12.51,3.26,5.9,84.66,3.82
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 10:00,0.47,302.0,20.15,14.49,3.96,37.81,12.3,7.69,0.0,991.97,19.69,3.33,6.08,83.3,3.95
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 11:00,0.45,322.0,15.3,12.13,4.13,42.04,18.1,13.0,0.8,992.2,38.14,3.39,6.3,80.27,3.71
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 12:00,0.44,319.0,14.74,11.52,3.81,45.26,17.7,12.5,0.0,991.68,47.99,3.3,6.56,78.31,3.76
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 13:00,0.45,317.0,15.33,11.57,3.56,46.01,19.89,14.7,1.6,990.84,103.1,3.18,6.97,76.99,4.019
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 14:00,0.46,320.0,20.36,19.39,8.74,44.49,13.1,9.19,0.4,990.42,74.63,3.61,-9999.0,-9999.0,3.2
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 15:00,0.44,323.0,15.89,13.16,4.85,47.94,9.5,5.9,0.0,990.12,114.75,2.9,-9999.0,-9999.0,3.11
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 16:00,0.44,331.0,12.43,9.28,2.78,52.67,6.69,4.3,0.0,990.15,57.1,2.81,-9999.0,-9999.0,2.63
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 17:00,0.44,342.0,17.68,14.93,5.68,49.57,4.8,3.2,0.0,990.16,12.4,2.77,-9999.0,-9999.0,1.97
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 18:00,0.48,329.0,26.48,21.85,8.0,39.0,6.3,4.0,0.0,990.36,1.92,2.99,-9999.0,-9999.0,1.1
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 19:00,0.47,286.0,21.68,15.85,4.51,45.0,3.54,2.41,0.0,990.45,1.78,2.91,-9999.0,-9999.0,1.57
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 20:00,0.49,304.0,20.45,13.63,2.93,45.73,4.48,2.0,0.0,990.47,1.77,2.79,-9999.0,-9999.0,1.97
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 21:00,0.49,271.0,19.14,11.67,1.66,40.65,10.19,7.19,0.2,990.37,1.81,2.8,-9999.0,-9999.0,0.82
S_Nicola_di_Melfi,41.069444,15.7225,12/01/2021 22:00,0.46,284.0,16.95,10.48,1.62,35.53,9.6,6.3,0.2,990.34,1.95,2.66,-9999.0,-9999.0,0.01
