Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Pisticci,40.420277,16.548333,07/11/2021 05:00,0.65,0.32,270.73,0.06,1.04,2.05,0.35,4.26,2.91,0.71,0.02,15.67,0.04,,0.0,1011.78,0.0,0.16,12.43,0.83,99.94,0.24
Pisticci,40.420277,16.548333,07/11/2021 06:00,0.67,0.33,266.17,0.08,1.11,2.16,0.35,6.21,4.55,1.35,0.02,15.14,0.04,,0.0,1011.81,0.0,0.51,12.78,0.64,100.0,0.25
Pisticci,40.420277,16.548333,07/11/2021 07:00,0.65,0.37,68.94,0.03,0.39,2.14,0.37,12.11,9.56,3.23,0.05,6.43,0.04,,0.0,1012.04,1.28,0.22,12.72,0.66,100.0,0.26
Pisticci,40.420277,16.548333,07/11/2021 08:00,0.81,0.36,22.42,0.14,0.87,2.06,0.37,8.39,5.84,1.47,0.03,17.6,0.2,,0.0,1012.46,79.02,0.25,14.2,3.19,100.0,0.44
Pisticci,40.420277,16.548333,07/11/2021 09:00,1.09,0.33,337.49,0.08,0.29,2.0,0.34,6.63,4.78,1.33,0.06,29.93,0.04,,0.0,1012.53,190.94,0.3,16.49,2.49,100.0,0.85
Pisticci,40.420277,16.548333,07/11/2021 10:00,0.72,0.35,337.32,0.03,0.06,2.0,0.34,6.88,4.91,1.34,0.03,38.12,0.04,,0.0,1012.19,327.18,0.74,18.54,0.58,98.47,0.74
Pisticci,40.420277,16.548333,07/11/2021 11:00,0.72,0.37,67.26,0.04,0.04,1.98,0.35,5.29,3.77,1.02,0.03,46.23,0.05,,0.0,1011.77,454.43,1.01,20.73,0.53,85.72,0.82
Pisticci,40.420277,16.548333,07/11/2021 12:00,0.76,0.37,89.97,0.02,0.19,1.96,0.34,5.34,3.73,0.97,0.02,54.84,0.06,,0.0,1011.22,474.39,1.78,22.05,0.68,71.27,0.78
Pisticci,40.420277,16.548333,07/11/2021 13:00,0.85,0.35,67.38,0.16,0.05,1.96,0.35,4.39,2.91,0.7,0.04,61.72,0.32,,0.0,1010.44,280.23,1.79,21.45,2.0,69.79,1.17
Pisticci,40.420277,16.548333,07/11/2021 14:00,0.81,0.35,67.24,0.02,0.04,1.96,0.35,4.71,3.17,0.7,0.04,61.54,0.04,,0.0,1009.57,158.46,1.56,21.07,0.56,74.59,1.35
Pisticci,40.420277,16.548333,07/11/2021 15:00,0.83,0.35,112.33,0.03,0.02,1.96,0.35,4.94,3.0,0.48,0.04,60.66,0.04,,0.0,1009.43,85.61,1.45,20.67,0.39,77.14,1.05
Pisticci,40.420277,16.548333,07/11/2021 16:00,0.9,0.35,112.57,0.02,0.03,1.95,0.37,6.91,4.15,0.59,0.02,61.56,0.02,,0.0,1009.29,61.99,1.55,20.01,0.42,78.99,1.18
Pisticci,40.420277,16.548333,07/11/2021 17:00,0.83,0.35,112.38,0.02,0.09,1.96,0.36,7.75,4.79,0.76,0.02,54.18,0.04,,0.0,1008.71,13.07,1.42,18.86,0.49,82.23,0.5
Pisticci,40.420277,16.548333,07/11/2021 18:00,0.87,0.37,267.99,0.03,0.59,1.98,0.35,9.18,5.56,0.77,0.02,45.77,0.06,,0.0,1009.0,0.0,1.17,17.42,0.61,86.38,0.26
Pisticci,40.420277,16.548333,07/11/2021 19:00,0.89,0.4,181.18,0.13,0.76,2.06,0.36,14.43,8.58,1.07,0.13,30.62,0.27,,0.0,1008.92,0.0,0.97,16.12,0.75,90.32,0.25
Pisticci,40.420277,16.548333,07/11/2021 20:00,0.84,0.38,246.66,0.04,0.7,2.14,0.36,17.41,10.76,1.67,0.04,17.89,0.12,,0.0,1009.02,0.0,0.82,14.7,0.7,93.74,0.26
Pisticci,40.420277,16.548333,07/11/2021 21:00,0.9,0.39,267.66,0.02,0.49,2.17,0.37,17.44,11.91,2.83,0.03,13.6,0.08,,0.0,1008.93,0.0,0.74,13.92,0.78,96.18,0.23
Pisticci,40.420277,16.548333,07/11/2021 22:00,0.91,0.44,270.83,0.03,1.14,2.09,0.38,22.22,14.74,3.13,0.04,5.07,0.17,,0.0,1008.69,0.0,0.72,13.39,1.38,97.88,0.22
Pisticci,40.420277,16.548333,07/11/2021 23:00,1.08,0.41,245.54,0.1,0.94,2.06,0.35,17.49,13.55,4.43,0.04,7.48,0.27,,0.0,1008.64,0.0,1.02,14.07,2.64,99.12,0.21
Pisticci,40.420277,16.548333,08/11/2021 00:00,0.79,0.37,202.12,0.12,1.24,2.19,0.56,13.03,8.82,2.04,0.02,13.1,0.04,,0.0,1008.22,0.0,0.71,14.67,2.59,99.84,0.14
Pisticci,40.420277,16.548333,08/11/2021 01:00,0.82,0.37,335.16,0.1,0.73,2.21,0.38,12.58,7.95,1.39,0.04,8.19,0.19,,0.0,1007.47,0.0,0.8,14.77,5.6,100.0,0.29
Pisticci,40.420277,16.548333,08/11/2021 02:00,0.71,0.37,-9999.0,0.1,0.83,2.25,0.37,10.0,-9999.0,-9999.0,0.05,12.42,0.1,,0.0,1007.02,0.01,0.81,14.92,4.1,100.0,-9999.0
Pisticci,40.420277,16.548333,08/11/2021 03:00,0.76,0.34,358.42,0.02,0.74,2.22,0.38,4.97,3.36,0.79,0.03,16.95,0.03,,0.0,1007.1,0.0,0.89,15.16,2.61,100.0,0.3
Pisticci,40.420277,16.548333,08/11/2021 04:00,0.67,0.35,291.73,0.05,0.47,2.11,0.36,8.38,5.08,0.71,0.02,21.2,0.03,,0.0,1007.34,0.0,0.86,15.85,1.01,100.0,0.32
Pisticci,40.420277,16.548333,08/11/2021 05:00,0.71,0.36,337.11,0.04,0.47,2.029,0.35,7.94,4.92,0.81,0.02,25.36,0.04,,0.0,1007.53,0.0,0.85,16.16,1.32,99.99,0.64
Pisticci,40.420277,16.548333,08/11/2021 06:00,0.69,0.36,337.8,0.06,0.23,1.99,0.35,9.15,5.8,1.05,0.01,20.44,0.03,,0.0,1007.29,0.01,0.9,16.12,0.85,100.0,0.25
Pisticci,40.420277,16.548333,08/11/2021 07:00,0.7,0.39,226.18,0.03,0.56,2.02,0.37,17.67,13.79,4.56,0.01,11.49,0.07,,0.0,1007.18,0.2,1.17,16.1,2.32,100.0,0.32
Pisticci,40.420277,16.548333,08/11/2021 08:00,0.71,0.37,-9999.0,0.08,0.84,2.029,0.36,13.89,11.21,3.96,0.01,17.92,0.12,,0.0,1007.43,73.84,1.01,16.87,2.27,100.0,-9999.0
Pisticci,40.420277,16.548333,08/11/2021 09:00,0.71,0.36,-9999.0,0.02,0.31,2.05,0.35,14.16,11.25,3.84,0.02,18.02,0.03,,0.0,1008.05,44.17,0.82,17.42,3.06,100.0,-9999.0
Pisticci,40.420277,16.548333,08/11/2021 10:00,0.85,0.36,337.58,0.2,0.44,1.98,0.36,9.49,6.36,1.41,0.04,24.66,0.32,,0.0,1007.86,109.01,0.77,17.94,7.87,99.99,0.43
Pisticci,40.420277,16.548333,08/11/2021 11:00,0.77,0.37,-9999.0,0.05,0.18,1.97,0.36,9.44,6.53,1.58,0.03,36.54,0.05,,0.0,1007.32,131.29,0.83,19.04,1.25,97.72,-9999.0
Pisticci,40.420277,16.548333,08/11/2021 12:00,0.93,0.38,178.35,0.04,0.31,1.97,0.35,11.53,7.65,1.63,0.02,39.79,0.19,,0.0,1007.23,142.34,1.05,19.68,5.41,92.7,0.33
Pisticci,40.420277,16.548333,08/11/2021 13:00,0.96,0.4,113.14,0.01,0.17,1.96,0.36,9.26,6.16,1.35,0.02,41.49,0.02,,0.0,1006.63,137.41,1.12,19.98,1.36,88.35,0.73
Pisticci,40.420277,16.548333,08/11/2021 14:00,0.88,0.42,66.3,0.03,0.04,1.95,0.37,9.56,6.43,1.42,0.01,44.44,0.03,,0.0,1005.76,172.37,1.11,19.69,1.07,87.8,1.18
Pisticci,40.420277,16.548333,08/11/2021 15:00,1.36,0.47,112.64,0.03,0.05,1.96,0.38,18.44,12.35,2.67,0.03,35.74,0.13,,0.0,1005.28,65.95,1.77,19.39,0.77,88.73,1.08
Pisticci,40.420277,16.548333,08/11/2021 16:00,1.43,0.39,113.38,0.13,0.22,1.94,0.39,13.53,8.44,1.39,0.03,41.33,0.3,,0.0,1005.76,29.69,1.54,19.02,0.88,90.89,1.0
Pisticci,40.420277,16.548333,08/11/2021 17:00,1.14,0.38,112.3,0.17,0.22,1.93,0.39,13.27,8.38,1.48,0.1,40.28,0.34,,0.0,1004.88,0.49,1.4,18.51,0.85,92.48,0.89
Pisticci,40.420277,16.548333,08/11/2021 18:00,0.97,0.36,134.87,0.12,0.3,1.94,0.36,7.99,4.97,0.83,0.02,47.34,0.12,,0.0,1005.26,0.0,1.16,18.29,0.71,95.19,1.18
Pisticci,40.420277,16.548333,08/11/2021 19:00,0.89,0.36,45.66,0.08,0.04,1.93,0.35,6.65,4.03,0.64,0.02,48.97,0.14,,0.0,1005.85,0.0,1.56,18.5,0.62,95.35,0.87
Pisticci,40.420277,16.548333,08/11/2021 20:00,0.76,0.36,67.11,0.02,0.17,1.93,0.36,6.31,3.94,0.7,0.05,46.2,0.06,,0.0,1006.59,0.0,0.97,18.16,0.58,93.92,0.96
Pisticci,40.420277,16.548333,08/11/2021 21:00,0.84,0.35,-9999.0,0.05,0.03,1.94,0.36,8.18,4.81,0.61,0.03,42.64,0.04,,0.0,1006.93,0.0,0.98,17.71,0.54,94.65,-9999.0
Pisticci,40.420277,16.548333,08/11/2021 22:00,0.83,0.35,112.96,0.04,0.33,1.92,0.37,5.88,3.64,0.6,0.02,50.67,0.02,,0.0,1007.26,0.0,1.17,18.08,1.13,93.57,0.79
Pisticci,40.420277,16.548333,08/11/2021 23:00,0.75,0.36,-9999.0,0.02,0.1,1.94,0.53,7.6,4.5,0.56,0.01,46.59,0.09,,0.0,1007.47,0.0,1.02,17.92,0.41,94.02,-9999.0
Pisticci,40.420277,16.548333,09/11/2021 00:00,0.73,0.33,112.96,0.04,0.22,1.93,0.36,3.76,2.13,0.31,0.02,59.09,0.02,,0.0,1007.04,0.0,0.93,18.65,1.29,94.93,1.06
Pisticci,40.420277,16.548333,09/11/2021 01:00,0.71,0.34,45.58,0.04,0.1,1.93,0.36,4.01,-9999.0,-9999.0,0.02,46.49,0.03,,0.0,1007.3,0.0,0.86,17.68,0.34,95.36,0.41
Pisticci,40.420277,16.548333,09/11/2021 02:00,0.75,0.34,90.49,0.03,0.37,1.94,0.35,3.83,2.38,0.41,0.02,41.98,0.08,,0.0,1007.35,0.0,0.8,17.49,0.47,97.07,0.27
Pisticci,40.420277,16.548333,09/11/2021 03:00,0.67,0.34,266.11,0.03,0.52,1.93,0.37,4.11,2.64,0.54,0.02,34.51,0.02,,0.0,1007.45,0.01,1.11,17.31,0.41,98.2,0.15
Pisticci,40.420277,16.548333,09/11/2021 04:00,0.66,0.35,177.51,0.08,0.48,1.96,0.39,3.9,2.52,0.56,0.02,39.76,0.05,,0.0,1007.82,0.0,1.01,17.69,0.55,99.24,0.32
Pisticci,40.420277,16.548333,09/11/2021 05:00,0.71,0.34,270.53,0.02,0.45,2.009,0.37,4.79,2.95,0.52,0.04,29.58,0.03,,0.0,1008.5,0.0,0.62,17.44,0.44,99.67,0.25
Pisticci,40.420277,16.548333,09/11/2021 06:00,0.66,0.35,269.63,0.02,0.5,2.12,0.39,8.99,5.72,1.02,0.01,21.1,0.03,,0.0,1009.36,0.0,0.66,17.24,0.46,99.86,0.25
Pisticci,40.420277,16.548333,09/11/2021 07:00,0.64,0.37,247.23,0.04,0.53,2.09,0.39,13.94,9.8,2.52,0.02,15.88,0.01,,0.4,1010.16,0.0,0.86,17.24,0.39,99.99,0.26
Pisticci,40.420277,16.548333,09/11/2021 08:00,0.69,0.37,179.22,0.02,0.67,2.029,0.38,15.87,12.42,4.16,0.03,15.7,0.03,,0.2,1011.12,4.95,0.6,17.34,0.59,100.0,0.34
Pisticci,40.420277,16.548333,09/11/2021 09:00,0.73,0.35,246.83,0.12,0.65,2.05,0.38,10.23,8.65,3.29,0.03,11.72,0.05,,0.0,1012.16,33.25,0.7,16.91,0.69,100.0,0.39
Pisticci,40.420277,16.548333,09/11/2021 10:00,0.64,0.37,248.14,0.02,0.59,2.04,0.43,13.02,10.95,4.15,0.02,16.88,0.06,,0.0,1012.28,134.58,0.44,18.49,0.47,99.99,0.3
Pisticci,40.420277,16.548333,09/11/2021 11:00,0.75,0.37,225.67,0.02,0.46,1.97,0.39,10.18,7.49,2.16,0.03,25.02,0.05,,0.0,1012.96,126.6,0.43,19.34,18.66,100.0,0.6
Pisticci,40.420277,16.548333,09/11/2021 12:00,0.74,0.36,246.83,0.16,0.29,1.95,0.38,6.86,5.15,1.57,0.03,37.63,0.33,,0.0,1013.24,223.5,0.23,20.73,5.56,99.42,0.59
Pisticci,40.420277,16.548333,09/11/2021 13:00,0.9,0.35,247.46,0.17,0.22,1.95,0.37,5.67,3.46,0.6,0.04,53.5,0.09,,0.0,1013.37,93.64,0.33,20.81,0.98,95.08,0.43
Pisticci,40.420277,16.548333,09/11/2021 14:00,0.82,0.36,89.63,0.02,0.27,1.96,0.38,10.5,7.04,1.59,0.02,47.11,0.01,,0.0,1013.37,34.06,0.47,19.98,0.49,93.27,0.67
Pisticci,40.420277,16.548333,09/11/2021 15:00,0.76,0.37,112.03,0.03,0.53,1.95,0.36,7.6,4.74,0.81,0.02,57.76,0.05,,0.0,1013.29,47.71,0.39,19.71,0.47,96.37,1.09
Pisticci,40.420277,16.548333,09/11/2021 16:00,0.83,0.36,67.63,0.02,0.04,1.95,0.36,8.14,4.92,0.71,0.02,56.64,0.03,,0.0,1013.63,29.26,0.1,19.69,0.43,97.92,0.72
Pisticci,40.420277,16.548333,09/11/2021 17:00,0.5,0.39,67.77,0.04,0.04,1.95,0.36,7.61,5.08,1.14,0.03,53.16,0.03,,0.0,1014.16,3.26,0.3,19.15,0.34,98.65,0.55
Pisticci,40.420277,16.548333,09/11/2021 18:00,0.85,0.38,344.41,0.2,0.09,1.96,0.35,13.64,7.9,0.8,0.2,34.91,0.46,,0.0,1015.07,0.0,0.05,18.27,0.79,99.57,0.13
Pisticci,40.420277,16.548333,09/11/2021 19:00,0.79,0.38,346.97,0.02,0.87,1.99,0.37,16.67,10.37,1.67,0.03,23.64,0.03,,0.0,1015.57,0.0,0.1,17.77,0.42,99.99,0.06
Pisticci,40.420277,16.548333,09/11/2021 20:00,0.8,0.41,243.61,0.06,0.99,1.99,0.41,31.19,24.73,8.41,0.05,3.31,0.25,,0.0,1015.84,0.0,0.53,17.19,0.99,100.0,0.05
Pisticci,40.420277,16.548333,09/11/2021 21:00,0.97,0.42,333.58,0.34,1.3,2.05,0.44,22.09,15.42,3.87,0.38,4.65,0.67,,0.0,1015.86,0.0,0.54,16.74,12.72,100.0,0.07
Pisticci,40.420277,16.548333,09/11/2021 22:00,1.44,0.44,298.84,0.27,1.5,2.04,0.59,22.31,17.65,5.97,0.04,3.75,0.19,,0.0,1016.11,0.01,0.38,16.81,26.58,100.0,0.07
Pisticci,40.420277,16.548333,09/11/2021 23:00,1.09,0.44,331.25,0.29,1.62,2.05,0.4,18.42,13.24,3.6,0.33,5.22,0.28,,0.0,1015.85,0.0,0.36,16.64,16.66,100.0,0.15
Pisticci,40.420277,16.548333,10/11/2021 00:00,0.79,0.38,268.51,0.19,1.94,2.08,0.4,13.86,-9999.0,-9999.0,0.03,6.29,0.25,,0.0,1015.77,0.0,0.21,16.079,11.15,100.0,0.26
Pisticci,40.420277,16.548333,10/11/2021 01:00,0.66,0.4,340.52,0.4,1.39,2.09,0.41,11.66,7.22,1.14,0.27,10.59,0.45,,0.0,1015.82,0.01,0.13,16.45,5.35,100.0,0.14
Pisticci,40.420277,16.548333,10/11/2021 02:00,1.0,0.39,247.16,0.46,1.37,2.07,0.41,9.67,5.86,0.8,0.35,13.54,0.63,,0.0,1016.02,0.01,0.08,16.48,3.95,100.0,0.15
Pisticci,40.420277,16.548333,10/11/2021 03:00,0.95,0.37,253.41,0.24,1.23,2.22,0.39,7.01,4.32,0.7,0.22,17.87,0.49,,0.0,1015.8,0.0,0.07,15.93,3.07,100.0,0.14
Pisticci,40.420277,16.548333,10/11/2021 04:00,0.96,0.38,225.62,0.27,1.1,2.07,0.38,19.51,12.8,2.6,0.06,13.5,0.28,,0.2,1015.65,0.0,0.12,14.65,3.74,100.0,0.34
Pisticci,40.420277,16.548333,10/11/2021 05:00,1.04,0.38,137.3,0.08,0.63,2.05,0.37,10.4,6.28,0.85,0.02,24.99,0.26,,0.0,1015.9,0.0,0.02,14.97,4.2,100.0,0.18
Pisticci,40.420277,16.548333,10/11/2021 06:00,1.01,0.39,339.42,0.04,0.63,2.04,0.38,10.04,6.07,0.81,0.02,23.04,0.15,,0.0,1016.27,0.0,0.04,15.04,1.23,100.0,0.39
Pisticci,40.420277,16.548333,10/11/2021 07:00,1.05,0.42,338.8,0.17,0.6,2.06,0.35,11.13,6.68,0.87,0.03,25.3,0.16,,0.0,1016.61,1.43,0.13,15.54,0.92,100.0,0.56
Pisticci,40.420277,16.548333,10/11/2021 08:00,2.73,0.43,337.36,0.21,0.26,2.05,0.33,12.88,10.26,3.53,0.03,22.47,0.04,,0.0,1017.42,20.6,0.16,15.93,0.92,100.0,0.45
Pisticci,40.420277,16.548333,10/11/2021 09:00,1.18,0.4,336.18,0.21,0.42,2.029,0.34,11.65,8.17,2.07,0.02,24.59,0.15,,0.0,1017.99,101.34,0.06,16.82,0.88,100.0,0.48
Pisticci,40.420277,16.548333,10/11/2021 10:00,1.18,0.42,336.66,0.03,0.35,2.029,0.36,10.37,7.78,2.38,0.02,30.14,0.14,,0.0,1018.21,346.76,0.05,19.18,0.79,98.06,0.64
Pisticci,40.420277,16.548333,10/11/2021 11:00,1.31,0.41,88.88,0.25,0.2,2.029,0.34,6.5,4.94,1.51,0.07,39.05,0.31,,0.0,1017.9,334.35,0.05,20.41,0.78,82.9,0.8
Pisticci,40.420277,16.548333,10/11/2021 12:00,1.29,0.42,112.35,0.09,0.31,2.029,0.34,8.05,5.64,1.47,0.02,43.97,0.1,,0.0,1017.35,339.01,0.52,20.85,6.3,74.72,0.9
Pisticci,40.420277,16.548333,10/11/2021 13:00,-9999.0,0.41,112.39,-9999.0,-9999.0,2.02,0.33,7.0,4.99,1.37,-9999.0,50.55,-9999.0,,0.0,1016.84,206.93,0.45,20.72,-9999.0,74.22,1.37
Pisticci,40.420277,16.548333,10/11/2021 14:00,1.07,0.4,112.03,0.26,0.25,2.009,0.35,7.36,4.52,0.73,0.04,55.93,0.52,,0.0,1016.37,168.62,0.43,20.65,1.06,76.4,1.61
Pisticci,40.420277,16.548333,10/11/2021 15:00,1.25,0.38,113.18,0.03,0.04,1.98,0.34,6.53,4.3,0.92,0.03,63.48,0.05,,0.0,1015.95,170.08,0.35,20.51,0.64,78.99,1.89
Pisticci,40.420277,16.548333,10/11/2021 16:00,1.02,0.4,112.16,0.01,0.06,2.0,0.34,8.74,5.35,0.81,0.03,56.87,0.03,,0.0,1015.88,20.93,0.3,19.16,0.41,85.85,1.51
Pisticci,40.420277,16.548333,10/11/2021 17:00,1.1,0.44,112.88,0.09,0.02,1.98,0.39,20.5,14.06,3.37,0.02,43.2,0.02,,0.0,1016.15,0.01,0.27,18.72,0.48,90.75,0.52
Pisticci,40.420277,16.548333,10/11/2021 18:00,1.33,0.44,68.11,0.2,0.5,2.0,0.37,14.83,9.05,1.3,0.12,45.22,0.43,,0.0,1016.75,0.0,0.26,18.57,1.07,92.96,0.39
Pisticci,40.420277,16.548333,10/11/2021 19:00,1.25,0.41,112.21,0.14,0.28,1.98,0.36,9.78,6.35,1.28,0.1,54.27,0.44,,0.0,1016.88,0.0,0.06,18.65,1.05,95.35,0.67
Pisticci,40.420277,16.548333,10/11/2021 20:00,1.07,0.39,112.35,0.19,0.26,1.98,0.36,6.36,3.71,0.45,0.11,59.42,0.3,,0.0,1017.0,0.01,0.16,18.62,0.8,97.4,0.85
Pisticci,40.420277,16.548333,10/11/2021 21:00,0.96,0.37,68.43,0.1,0.03,1.99,0.49,4.74,2.72,0.31,0.01,56.47,0.13,,0.0,1017.06,0.0,0.02,18.37,0.57,98.46,0.48
Pisticci,40.420277,16.548333,10/11/2021 22:00,0.94,0.39,133.4,0.01,0.32,1.99,0.35,5.76,3.4,0.44,0.02,53.15,0.04,,0.0,1017.29,0.0,0.24,18.22,0.51,99.09,0.57
Pisticci,40.420277,16.548333,10/11/2021 23:00,0.91,0.39,134.22,0.08,0.21,1.98,0.37,7.21,-9999.0,-9999.0,0.02,47.54,0.02,,0.0,1017.05,0.0,0.1,18.16,0.58,99.79,0.46
Pisticci,40.420277,16.548333,11/11/2021 00:00,0.92,0.39,111.24,0.08,0.27,2.009,0.36,4.91,2.92,0.41,0.01,48.4,0.04,,0.0,1016.78,0.0,0.26,18.0,0.55,100.0,0.92
Pisticci,40.420277,16.548333,11/11/2021 01:00,1.03,0.41,180.18,0.06,0.05,2.009,0.36,5.5,3.38,0.53,0.01,38.12,0.05,,0.0,1016.45,0.0,0.2,16.84,0.61,100.0,0.25
Pisticci,40.420277,16.548333,11/11/2021 02:00,1.08,0.4,-9999.0,0.1,0.39,2.029,0.36,5.47,3.3,0.49,0.03,31.62,0.12,,0.0,1016.1,0.0,0.26,15.96,0.73,100.0,-9999.0
Pisticci,40.420277,16.548333,11/11/2021 03:00,1.15,0.4,334.83,0.07,0.57,2.05,0.38,5.42,3.12,0.38,0.06,23.02,0.13,,0.0,1015.63,0.01,0.21,15.34,0.85,100.0,0.11
Pisticci,40.420277,16.548333,11/11/2021 04:00,1.13,0.41,358.92,0.29,0.88,2.1,0.39,5.76,3.76,0.77,0.04,16.97,0.28,,0.0,1015.21,0.0,0.25,15.5,1.08,100.0,0.17
Pisticci,40.420277,16.548333,11/11/2021 05:00,1.2,0.41,319.52,0.34,1.11,2.14,0.4,6.67,4.58,1.16,0.05,12.96,0.35,,0.0,1015.15,0.0,0.12,15.4,7.26,100.0,0.14
Pisticci,40.420277,16.548333,11/11/2021 06:00,1.22,0.42,242.93,0.32,1.19,2.14,0.41,14.69,11.26,3.56,0.06,6.48,0.17,,0.0,1014.97,0.0,0.24,14.7,5.6,100.0,0.05
Pisticci,40.420277,16.548333,11/11/2021 07:00,1.24,0.44,-9999.0,0.29,1.55,2.14,0.45,20.15,23.57,13.04,0.06,1.83,0.17,,0.0,1015.11,1.72,0.75,14.95,4.28,100.0,-9999.0
Pisticci,40.420277,16.548333,11/11/2021 08:00,1.26,0.48,135.8,0.35,1.16,2.13,0.45,24.52,37.82,25.01,0.25,2.75,0.38,,0.0,1015.3,47.54,1.49,15.28,4.43,100.0,0.14
Pisticci,40.420277,16.548333,11/11/2021 09:00,1.25,0.44,336.7,0.31,1.42,2.07,0.38,16.12,16.19,7.77,0.25,21.77,0.4,,0.0,1015.33,228.12,0.48,17.32,3.5,100.0,0.4
Pisticci,40.420277,16.548333,11/11/2021 10:00,1.29,0.45,67.07,0.29,0.53,2.05,0.38,12.61,9.29,2.7,0.09,37.2,0.37,,0.0,1015.15,165.33,0.25,18.87,1.31,100.0,0.38
Pisticci,40.420277,16.548333,11/11/2021 11:00,1.5,0.43,157.42,0.32,0.35,2.04,0.4,12.43,8.39,1.88,0.13,38.19,0.42,,0.0,1015.06,148.89,0.48,19.16,8.109,99.23,0.41
Pisticci,40.420277,16.548333,11/11/2021 12:00,1.32,0.42,90.2,0.3,0.15,2.02,0.35,6.98,5.2,1.56,0.03,51.1,0.4,,0.0,1014.56,211.62,0.33,19.93,11.0,91.64,0.65
Pisticci,40.420277,16.548333,11/11/2021 13:00,1.2,0.43,112.58,0.08,0.09,2.009,0.34,6.27,4.12,0.88,0.02,54.64,0.11,,0.0,1013.91,242.32,0.86,20.42,1.78,78.39,1.22
Pisticci,40.420277,16.548333,11/11/2021 14:00,1.24,0.42,112.46,0.1,0.03,1.99,0.36,6.84,4.93,1.36,0.01,58.09,0.12,,0.0,1013.45,213.96,0.83,20.32,0.83,74.26,1.39
Pisticci,40.420277,16.548333,11/11/2021 15:00,1.11,0.42,89.44,0.09,0.05,1.97,0.36,6.5,4.26,0.91,0.01,65.34,0.03,,0.0,1012.91,157.51,1.31,20.16,0.66,72.33,1.4
Pisticci,40.420277,16.548333,11/11/2021 16:00,1.0,0.38,112.03,0.04,0.01,1.97,0.37,8.4,5.32,0.98,0.03,59.53,0.04,,0.0,1012.94,61.87,0.6,19.27,0.5,75.9,0.67
Pisticci,40.420277,16.548333,11/11/2021 17:00,1.03,0.42,112.7,0.06,0.09,1.97,0.38,20.22,13.04,2.5,0.01,43.54,0.03,,0.0,1012.72,3.87,0.68,17.69,0.54,78.67,0.18
Pisticci,40.420277,16.548333,11/11/2021 18:00,1.23,0.49,54.26,0.16,0.91,1.99,0.39,41.16,29.39,7.87,0.04,9.48,0.19,,0.0,1012.97,0.0,0.63,16.57,0.95,84.24,0.02
Pisticci,40.420277,16.548333,11/11/2021 19:00,1.41,0.45,289.26,0.39,1.08,2.04,0.41,36.91,26.78,7.49,0.42,5.94,0.62,,0.0,1013.26,0.0,0.89,15.48,1.47,88.77,0.05
Pisticci,40.420277,16.548333,11/11/2021 20:00,1.55,0.45,248.67,0.42,1.21,2.06,0.53,34.2,26.44,8.55,0.21,2.69,0.47,,0.0,1013.37,0.0,0.94,15.27,1.48,91.44,0.06
Pisticci,40.420277,16.548333,11/11/2021 21:00,1.37,0.43,246.69,0.35,1.27,2.07,0.38,30.3,21.7,5.85,0.04,2.69,0.42,,0.0,1013.49,0.0,0.39,15.39,1.46,92.68,0.07
Pisticci,40.420277,16.548333,11/11/2021 22:00,1.19,0.46,265.3,0.33,1.39,2.1,0.38,24.56,-9999.0,-9999.0,0.11,5.05,0.31,,0.0,1013.33,0.0,0.44,15.05,6.27,93.01,0.05
Pisticci,40.420277,16.548333,11/11/2021 23:00,1.3,0.46,264.67,0.26,1.06,2.16,0.39,22.59,19.45,7.63,0.08,2.56,0.3,,0.0,1012.91,0.0,0.6,14.18,4.059,94.27,0.24
Pisticci,40.420277,16.548333,12/11/2021 00:00,1.19,0.44,243.3,0.17,1.05,2.16,0.41,18.26,11.31,1.78,0.28,6.23,0.5,,0.0,1012.77,0.0,0.18,14.31,5.85,96.79,0.14
Pisticci,40.420277,16.548333,12/11/2021 01:00,1.22,0.41,244.7,0.39,1.05,2.15,0.42,13.49,9.05,1.99,0.39,4.2,0.53,,0.0,1012.37,0.0,0.42,13.58,11.58,98.05,0.24
Pisticci,40.420277,16.548333,12/11/2021 02:00,1.17,0.41,83.57,0.37,0.83,2.19,0.43,12.94,8.14,1.36,0.54,4.89,0.57,,0.0,1012.07,0.0,0.35,13.22,10.47,99.25,0.16
Pisticci,40.420277,16.548333,12/11/2021 03:00,1.1,0.39,246.42,0.44,1.06,2.18,0.42,12.1,7.48,1.17,0.51,3.95,0.57,,0.0,1011.91,0.0,0.32,12.99,7.44,99.91,0.25
Pisticci,40.420277,16.548333,12/11/2021 04:00,1.06,0.4,-9999.0,0.44,1.08,2.16,0.43,13.36,7.92,0.94,0.06,4.58,0.59,,0.0,1011.75,0.0,0.19,13.56,4.69,100.0,-9999.0
